Countries fintechs,Country,Year,1A,1B,1C,2A,2B,2C,2D,2E,3A,3B,3C,3D,4A,4B,5A,5B,5C,6A,,,,,,,,,,,
1,Indonesia,2012,3.6723777,4.76437505,4.38319645,4.23144535,4.6510248,4.89556755,4.72494285,9.1,4.76437505,4.38319645,3.90634425,4.4765737,28.54465257,91.71598809,5.135820941,5.487203944,24.72611653,4.300000191,,,,,,,,,,,
2,"Korea, Rep.",2012,2.19164505,4.16792875,4.311476367,3.930323072,6.181011294,6.111193389,4.474863278,83.7,4.16792875,4.311476367,2.031101189,4.699329794,53.41151493,105.3621105,5.365456801,6.184748502,54.4098959,3.795000076,,,,,,,,,,,
2,Mexico,2012,2.455336474,4.59560799,3.943287175,3.116603893,3.826804096,5.164314603,5.161852692,31,4.59560799,3.943287175,2.443549054,5.627586042,34.77475562,80.55043081,5.447977003,5.868931443,30.26971997,3.322000027,,,,,,,,,,,
0,Philippines,2012,2.57833928,4.892301286,4.67482716,3.82562104,4.026137914,5.158828171,4.692264429,25,4.892301286,4.67482716,3.03189336,5.572866726,30.35037667,85.66905679,4.423424393,5.019527951,33.81150591,2.515000105,,,,,,,,,,,
2,Romania,2012,2.458450862,3.941244709,3.577090922,3.297032808,4.399835169,4.235317825,4.496879693,39.9252329,3.941244709,3.577090922,2.603499794,4.534656649,27.97235288,114.6773459,4.237168556,4.854040515,35.69083719,4.295000076,,,,,,,,,,,
6,South Africa,2012,2.93289095,5.512433,4.8722661,2.33049725,3.3739956,5.6851819,4.9587834,12.3,6.3321924,4.8722661,3.26388535,6.6180626,26.2732293,100.4770987,4.710919527,5.123222639,26.85047457,26.95800018,,,,,,,,,,,
5,Turkey,2012,2.392273416,5.093526331,4.818252209,3.269472228,4.250493531,5.433518693,4.660895437,39.8216387,5.093526331,4.818252209,2.700824424,5.756690745,39.3821077,84.90400135,5.149072289,5.307145609,19.76789449,10.89500046,,,,,,,,,,,
0,Ukraine,2012,2.10103665,3.7039674,3.25072835,3.8170933,4.05873515,4.55079725,3.8039374,23,3.7039674,3.25072835,2.02386315,2.81927875,20.3964971,118.6596541,4.330296456,5.166930322,49.49535144,9.380999565,,,,,,,,,,,
199,United States,2012,4.027157754,5.964252101,5.333567545,4.667524239,5.796924567,6.295096378,4.904797114,79,5.964252101,5.333567545,3.651613028,4.804015646,66.3055424,89.85645095,7,6.68446573,12.23313782,3.933000088,,,,,,,,,,,
3,Argentina,2011,1.897883205,3.366384,3.24194,3.281825717,2.981205246,4.709434459,3.948938721,30.39995455,3.366384,3.24194,1.719086048,4.095255396,29.87412472,128.8373108,4.755679015,5.114248821,21.351,7.714000225,,,,,,,,,,,
0,Bangladesh,2011,2.2482852,4.053594,3.873156,3.2563819,2.05759215,4.2238347,4.0915097,0.3805308085,4.053594,3.873156,2.5529593,4.97116615,15.4779519,31.06877327,4.249885005,4.540762915,20.921,3.378999949,,,,,,,,,,,
16,Brazil,2011,2.610181793,5.571288,4.479712,3.122279468,3.750485432,5.482373709,5.188665714,38.71291592,5.571288,4.479712,2.82474866,6.235448095,34.33782787,89.79299164,5.641115087,5.493259295,11.271,7.725999832,,,,,,,,,,,
10,Canada,2011,3.654905516,6.406627,5.472194,5.654329179,5.951854926,6.360998053,5.101475042,78.11197818,6.406627,5.472194,3.639718379,6.733630737,49.2565829,68.7477417,5.342446416,5.798736584,28.682,8.055999756,,,,,,,,,,,
1,Chile,2011,3.162934617,5.838193,5.516477,3.186683965,4.699632326,6.0491065,5.211137396,33.98356089,5.838193,5.516477,3.654160096,6.485665448,37.36964357,96.93556976,4.138437936,4.927219408,38.136,8.423999786,,,,,,,,,,,
2,Colombia,2011,2.541103512,4.923622,4.268952,3.47111713,3.507033134,4.650417519,4.884059345,45.52989695,4.923622,4.268952,2.859060147,5.679176662,28.52612823,92.33438873,4.561266099,4.710322197,16.411,10.98400021,,,,,,,,,,,
0,Egypt,2011,2.9784254,4.79213,4.164071,2.47317545,3.26535275,4.58515125,4.91857545,20.04322273,4.79213,4.164071,3.03367755,5.2772614,27.00950491,66.68992615,4.615666894,5.337746189,37.8,8.756999969,,,,,,,,,,,
11,India,2011,3.246123244,5.097985,4.822392,4.336629002,3.826859261,5.583959078,5.122748938,5.116847221,5.097985,4.822392,3.291432389,5.849640969,36.23313334,43.83043289,6.055720676,6.230292334,20.588,2.444000006,,,,,,,,,,,
1,Indonesia,2011,3.863833075,4.804684,4.431256,4.331276558,4.512038706,4.822241677,4.917403675,8.696986216,4.804684,4.431256,3.984952939,4.730522102,28.06340351,69.24872589,5.115651536,5.507864703,24.125,5.613999844,,,,,,,,,,,
3,"Korea, Rep.",2011,2.238664555,4.041304,3.959959,3.859210381,6.040349956,6.114869381,4.458957083,81.60086666,4.041304,3.959959,2.109788673,4.658804604,49.55842411,99.19599915,5.346626706,6.189505823,49.9,3.700000048,,,,,,,,,,,
3,Mexico,2011,2.251015237,4.326288,3.550495,2.880032197,3.458029316,4.936022102,5.03963926,25.94584591,4.326288,3.550495,2.355445702,5.54392634,29.2726518,76.20458221,5.43297862,5.865217643,27.841,5.302999973,,,,,,,,,,,
0,Philippines,2011,2.461886475,5.059484,4.834134,3.685085043,3.713553754,5.13748565,4.430998833,6.47412377,5.059484,4.834134,2.915132979,5.566535584,27.31446352,80.98117828,4.385400945,4.984520835,31.315,3.605000019,,,,,,,,,,,
1,Romania,2011,2.419357638,3.90108,3.632354,3.370152559,4.348431766,4.321999452,4.695889859,36.60084993,3.90108,3.632354,2.563060321,4.664676366,27.9054575,119.2823563,4.265373022,4.829903778,31.216,6.959000111,,,,,,,,,,,
1,South Africa,2011,3.011637602,5.512433,4.710235,2.482895564,3.151511669,5.481747749,5.004280178,8.821225061,6.226357,4.710235,3.228481584,6.461762582,23.66762643,92.66846466,4.699413725,5.173464341,27.116,24.69300079,,,,,,,,,,,
2,Turkey,2011,2.234531216,5.010827,4.800694,3.235214131,4.300153633,5.495411548,4.803140744,35.30000065,5.010827,4.800694,2.567669492,5.594834557,38.56510357,83.91226959,5.081757648,5.425510232,23.169,10.65999985,,,,,,,,,,,
1,Ukraine,2011,1.948431716,3.813996,3.230875,3.8775076,3.841506254,4.456656522,3.768366131,33.473294,3.813996,3.230875,1.939989653,2.491627031,20.06530066,121.0578461,4.324308969,5.160165821,46.3,8.100000381,,,,,,,,,,,
167,United States,2011,3.807876029,5.955122,5.285872,4.803668288,5.893677326,6.440378177,4.901960362,76.23928274,5.955122,5.285872,3.393119164,4.421880069,63.6712808,94.83415985,7,6.716788084,10.972,9.633000374,,,,,,,,,,,
2,Argentina,2010,2.131687013,4.20162357,4.100914611,3.13220122,3.011554956,4.41323541,4.099274039,28.07662964,4.21356595,4.249848393,2.005931275,4.186022592,44.67420992,116.4637833,4.735389863,5.270530488,24.212,8.645000458,,,,,,,,,,,
1,Bangladesh,2010,2.023769001,5.389808551,4.598223248,2.92901438,1.622600658,3.929201047,4.177405418,0.3151294291,3.852775286,3.891798694,2.371026626,4.797595848,9.344893925,27.67211533,4.190624881,4.695954081,22.23,5,,,,,,,,,,,
6,Brazil,2010,2.726829985,4.983302093,4.681231795,3.007477055,3.655066871,5.293157078,5.301884141,35.20000076,4.604125351,4.785643184,3.040690617,6.29089256,41.26395467,77.55905914,5.613040349,5.674106512,14.336,8.522000313,,,,,,,,,,,
5,Canada,2010,3.768339192,5.304658376,5.04509405,5.734898392,5.882334928,6.348277684,5.435407075,73,4.532229579,4.566473352,3.918316625,6.692072712,47.39640329,64.68304443,5.315748346,5.939729808,34.931,8.343999863,,,,,,,,,,,
0,Chile,2010,3.471015908,4.934348385,4.878247334,2.966309375,4.64350613,5.75289576,5.353454452,32.47349548,4.742264701,4.973945135,3.872173634,6.478967834,36.79444509,88.05947876,4.145974376,5.138578173,45.146,11.31299973,,,,,,,,,,,
1,Colombia,2010,2.6280437,4.189496081,4.01361745,3.49531391,3.290592958,4.223709734,4.712359146,36.62086868,4.522777785,4.216603679,3.082642885,5.43296173,28.38407432,88.49760437,4.535972812,4.90520855,18.28,12.06599998,,,,,,,,,,,
0,Egypt,2010,3.373875713,3.919288702,4.060994309,2.577974514,2.868282778,4.838190852,5.13828501,16.35725403,4.849229642,4.478972254,3.351469311,5.035861729,28.37016891,53.71219254,4.583915381,5.484243322,45.8,9.086999893,,,,,,,,,,,
8,India,2010,3.616539133,5.815899399,4.454998208,4.362542111,3.568190539,5.501942936,5.35515651,6.928907394,4.854139923,4.364541801,3.596957741,5.948920171,15.8589869,29.24415779,6.003971648,6.249537686,24,2.474999905,,,,,,,,,,,
0,Indonesia,2010,3.842639855,3.626328326,3.873970625,4.073108896,3.862405314,4.734579025,5.030004486,10.79321575,4.308556257,4.390885947,3.993766579,4.911011282,32.90948395,59.98838806,5.071233518,5.646276958,29.764,6.105999947,,,,,,,,,,,
0,"Korea, Rep.",2010,2.779247172,4.760258127,4.488936122,3.969651555,6.225848542,5.930103464,4.813570746,77.44887543,4.652996394,4.369310088,2.771784823,4.961219236,46.47521023,94.25299835,5.355559362,6.189650114,52.861,3.599999905,,,,,,,,,,,
3,Mexico,2010,2.387826515,5.377332941,4.468432568,2.802925023,3.406521028,4.579864372,5.038724766,21.57708549,3.949337235,4.010074046,2.697158717,5.663691113,22.56323278,69.85410309,5.459790475,5.917614082,28.275,5.355999947,,,,,,,,,,,
1,Philippines,2010,2.504228286,4.444223786,4.181787071,3.849707718,3.581346202,5.06467393,4.816488341,6.025458336,5.706827877,4.637673135,2.674079261,5.409657911,30.18585249,75.96318054,4.365577541,5.196389389,37.951,3.85800004,,,,,,,,,,,
0,Romania,2010,2.864183689,5.286745452,4.277009108,3.449189584,3.997739969,4.288979992,4.976102494,24,4.211404387,4.249858252,3.306045595,5.211652409,14.15127078,114.6310501,4.329083159,4.985004636,30.9,6.859000206,,,,,,,,,,,
3,South Africa,2010,3.374518382,4.269522849,4.591836554,2.602829783,2.816245636,5.514778201,5.051135431,8.574272156,5.336676092,4.801117846,3.7345511,6.398840561,31.8547556,92.1524353,4.680401062,5.398998477,35.367,23.53800011,,,,,,,,,,,
0,Turkey,2010,2.269892069,4.385167727,3.99571731,3.355053369,4.048704507,5.301387773,4.92442249,32.28627014,4.760578355,4.015644605,2.822107906,4.973176801,27.76063455,86.80496216,5.115086267,5.527674711,23.928,12.55200005,,,,,,,,,,,
0,Ukraine,2010,2.479306306,4.703324414,4.002199106,3.860927675,3.481138529,4.259894613,3.938786584,22.57798195,4.317339875,4.091126783,2.680183606,3.421588293,19.35204721,121.4476089,4.447661377,5.344172245,46.929,8.840000153,,,,,,,,,,,
121,United States,2010,4.174056407,4.700829702,4.906416238,4.846912626,5.942910103,6.576745134,5.124637571,71.24391937,4.327154635,4.911192702,3.659950465,4.669331046,72.40241444,87.59764099,7,6.732075511,13.035,9.25399971,,,,,,,,,,,
1,Argentina,2009,2.425062928,4.272851522,4.476557958,2.891741923,2.817020209,3.882144399,4.152070924,20.91172028,4.277962686,4.098671394,2.297070416,4.192634114,40.90700837,80.51860046,4.676357921,5.040768253,24.539,7.836999893,,,,,,,,,,,
0,Bangladesh,2009,2.094824021,4.652153898,4.558784638,2.871143341,1.557792938,3.790236039,4.068250545,0.3115543127,5.233351202,4.840715071,2.461277153,4.679950338,18.34518714,13.24520016,4.116295202,4.221145168,16.9,4.077000141,,,,,,,,,,,
1,Brazil,2009,2.865376333,4.435501389,4.576897066,2.701404216,3.386191864,4.831951056,5.156098473,22.55366898,4.192939793,4.074635459,3.196004958,6.357851852,38.51921008,52.89979935,5.561175743,5.470870094,13.871,7.342999935,,,,,,,,,,,
0,Canada,2009,4.199034611,5.068275742,4.31402168,5.587155868,5.772963602,6.233689673,5.776373617,76.76835632,4.77496231,5.146097805,4.365560839,6.815278798,38.09942731,57.5735054,5.301474285,5.817513447,34.9,6.137000084,,,,,,,,,,,
0,Chile,2009,3.744064267,4.849324144,4.626864053,3.205539841,4.451865572,5.209185279,5.290996195,25.23819733,4.359831064,4.691466743,4.205929632,6.514449387,23.83131346,75.6179657,4.03998329,4.935735473,47.069,9.284999847,,,,,,,,,,,
0,Colombia,2009,2.954074367,5.319385895,4.725173549,3.696203109,3.205539635,3.695432625,4.625634017,14.48808765,4.638888847,4.115790865,3.447383685,5.476450933,11.04810393,64.31093597,4.380761837,4.650660004,21.635,11.27299976,,,,,,,,,,,
0,Egypt,2009,3.354888318,4.310317874,5.220377152,2.433528676,2.495365678,4.819442805,5.060112042,7.953635693,3.441635277,4.243676934,3.077351433,4.719113315,42.91598238,23.86237335,4.549769382,5.035246535,31.537,8.517000198,,,,,,,,,,,
2,India,2009,3.973927972,4.277035526,4.522005279,4.274920274,3.538309605,5.199438397,5.355223041,10.71870232,4.089472364,4.776589191,3.921215059,5.86803187,43.00126583,14.83200455,5.929156687,6.044408818,21.2,2.267999887,,,,,,,,,,,
0,Indonesia,2009,3.500435184,4.793452706,4.485428451,4.174019329,3.616017969,4.719326871,5.31827435,4.690618038,4.518625672,4.634383833,3.408241245,4.560413979,22.12657067,28.29847527,5.002322024,5.449179253,29.362,7.209000111,,,,,,,,,,,
1,"Korea, Rep.",2009,4.328033638,4.390590402,4.047748023,4.586255666,6.269770724,5.790094534,5.302342994,71.10852051,4.94129755,4.598724455,4.355774863,5.544829942,37.69814339,83.77365875,5.273285298,5.952603676,45.6,3.200000048,,,,,,,,,,,
0,Mexico,2009,2.532854563,4.125816841,3.672902049,2.809239338,3.248088609,3.965111305,4.975412018,18.98351669,4.784867191,4.302834617,2.756042318,5.802274724,27.23887339,52.63362503,5.370250052,5.811944116,32.532,3.874000072,,,,,,,,,,,
0,Philippines,2009,2.876680414,4.961661388,4.180757483,4.021492052,3.657143856,4.939876393,5.099127714,5.918791771,5.044349487,4.222421919,2.940611631,5.553315097,10.88145356,50.74643326,4.326423781,5.013009061,41.042,3.720000029,,,,,,,,,,,
0,Romania,2009,3.009090323,4.712626862,5.023353486,3.58834684,3.992601359,3.926880565,4.961098202,52.24394608,4.874599636,4.871541161,3.602920698,5.533156656,40.32969833,80.44643402,4.282259276,4.67576614,29.3,5.787000179,,,,,,,,,,,
1,South Africa,2009,3.890963781,5.366237176,4.295916449,2.797886205,2.797953785,5.412406123,5.202501867,7.774121761,6.116281049,4.60575977,4.165680329,6.536137651,5.05464707,83.3343811,4.648705504,5.128801112,31.648,22.43300056,,,,,,,,,,,
0,Turkey,2009,2.549870661,4.433406486,4.504193528,3.371483894,3.671374647,5.131109002,4.667694662,17.72836876,5.023621823,4.195647018,3.263774142,4.681071176,29.54273441,70.99800873,5.104478942,5.332141133,23,9.710000038,,,,,,,,,,,
0,Ukraine,2009,3.181976316,4.836014538,4.452350262,4.155966384,3.356959338,4.204436172,4.32586553,19.57100296,5.193880835,4.26240543,3.407427003,4.700119194,22.62584891,106.5256271,4.3940885,5.041601482,40.2,6.360000134,,,,,,,,,,,
14,United States,2009,5.127620752,4.390305362,4.516126315,5.020387806,5.854591193,6.493963066,5.329761084,69.82713318,4.264961945,4.556656987,4.792844872,6.091250324,61.69799402,80.32446289,7,6.643901745,11.87,5.78399992,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Det1C,Det2B,Det2D,Det2E,Det3A,Det3B,Det3C,Det4A,Det5B,Det5C
,,,,,,,,,,,,,,,,,,,,,,4.061309035,4.195682945,4.613002296,57.31051129,2.805119514,4.085398197,3.137428301,78.05015028,5.170745958,31.00004758
,,,,,,,,,,,,,,,,,,,,,,4.117618742,3.355733576,4.730967154,29.82485092,3.683762074,3.639964819,3.037018761,30.03911386,4.949508521,35.17670492
,,,,,,,,,,,,,,,,,,,,,,4.566282764,4.296651368,4.598993571,49.32092896,3.302392721,4.691751003,2.703920625,90.23684642,5.196035692,22.59811954
,,,,,,,,,,,,,,,,,,,,,,5.105234892,4.638757931,4.685475264,33.42808185,4.582465649,6.227545261,2.984595464,72.45431361,6.075441544,12.39533386
,,,,,,,,,,,,,,,,,,,,,,3.883188925,3.263581607,4.922817731,59.53757393,4.101409435,5.646328449,3.370470834,88.24767543,5.021656208,41.48460795
,,,,,,,,,,,,,,,,,,,,,,3.975810731,4.121078278,5.138438224,62.33083988,3.680098295,4.784922123,3.613747901,48.79995492,5.061698494,42.19772131
,,,,,,,,,,,,,,,,,,,,,,4.334938599,3.727099212,5.250478641,54.35408186,3.631839991,4.664951324,3.268886074,50.11152433,5.205586628,37.45982403
,,,,,,,,,,,,,,,,,,,,,,4.253163345,4.580908011,4.301165568,52.89920033,4.570551872,4.739900112,2.847299086,95.65194172,5.563958988,33.55379305
,,,,,,,,,,,,,,,,,,,,,,4.979632312,4.715180045,4.542825556,14.38973236,4.751399994,4.737793446,3.345310229,25.76304606,5.831125106,22.28985812
,,,,,,,,,,,,,,,,,,,,,,4.773102367,4.889853166,4.787314492,64.49008593,3.984999895,4.938000202,3.173482718,112.765778,5.402786739,36.73649265
,,,,,,,,,,,,,,,,,,,,,,4.556805912,4.125878314,4.907666515,35.62395537,3.589537144,4.97330761,3.131882651,63.6137953,5.331115951,33.10479781
,,,,,,,,,,,,,,,,,,,,,,4.976399638,5.208392277,4.5892602,50.33663555,3.981236458,5.144842625,3.172347684,68.60890529,5.453521717,24.3339467
,,,,,,,,,,,,,,,,,,,,,,4.80853971,4.539518641,4.512467013,44.48644576,3.286372185,4.914539337,2.687623778,82.87893892,5.337696762,22.87087737
,,,,,,,,,,,,,,,,,,,,,,4.393556983,3.417316958,4.339554365,29.15348632,3.671052694,4.240506172,2.812270037,70.52406823,5.179977555,21.51421382
,,,,,,,,,,,,,,,,,,,,,,4.192077944,4.601649079,4.426665521,43.19399681,3.091697693,3.740022659,3.079464367,41.65641611,5.23926488,43.63726466
,,,,,,,,,,,,,,,,,,,,,,4.992109949,4.757338128,4.939788702,52.4664418,5.781676292,5.867277622,4.193577475,132.9102859,6.233006222,32.85523892
,,,,,,,,,,,,,,,,,,,,,,4.268753541,4.306997878,3.938281399,30.68812537,3.737532854,4.874646664,3.504853271,69.96831964,5.930564447,14.02624688
,,,,,,,,,,,,,,,,,,,,,,4.452250538,5.233019581,4.183869318,53.49386062,2.713680029,4.018398762,2.626424038,78.05015028,5.138627152,25.29801431
,,,,,,,,,,,,,,,,,,,,,,4.040815224,3.447287484,4.799994033,27.76377568,3.817268133,3.655836344,3.042341561,27.06994275,4.713164953,47.2529723
,,,,,,,,,,,,,,,,,,,,,,4.898161365,5.628160555,4.861410921,60.27350721,3.412297249,4.777512074,3.124523575,88.46692917,5.436912431,26.01176841
,,,,,,,,,,,,,,,,,,,,,,4.927680702,4.394117477,4.904978333,42.75460144,4.688298225,6.308227539,3.556845217,68.81268252,5.632769979,23.74918959
,,,,,,,,,,,,,,,,,,,,,,4.77375926,4.564846202,4.883359324,37.96844848,4.010156155,5.585391521,3.35054018,72.10828803,5.136859458,32.2120132
,,,,,,,,,,,,,,,,,,,,,,4.261622278,4.65334725,4.829644091,63.89080454,3.746092796,4.755524635,3.47172273,46.87050051,5.036575722,31.62181625
,,,,,,,,,,,,,,,,,,,,,,4.329825631,3.130242669,5.052692303,36.20180018,3.649484634,4.367346764,3.560961397,47.28267077,4.809777473,30.22041533
,,,,,,,,,,,,,,,,,,,,,,4.08533821,4.737299156,4.292252681,47.60218581,4.458467484,4.633415222,3.33783529,33.91265088,5.474790346,37.72798558
,,,,,,,,,,,,,,,,,,,,,,4.517659507,4.48983949,4.591020057,12.408778,4.539624691,4.565560341,3.35846425,16.41448218,5.753322093,36.86933514
,,,,,,,,,,,,,,,,,,,,,,4.210506969,4.43392877,4.491397493,54.09516335,3.725499868,4.688499928,2.912817942,109.6894213,5.540554399,35.90771526
,,,,,,,,,,,,,,,,,,,,,,4.192928389,3.608966914,5.167262089,63.93899417,3.561781406,4.835584164,3.756210358,58.86213816,4.722717517,45.08448518
,,,,,,,,,,,,,,,,,,,,,,4.512584954,4.315917766,4.732662036,53.81088295,3.904711723,5.018304825,3.020404144,54.78695158,5.02921193,31.99900163
,,,,,,,,,,,,,,,,,,,,,,4.418106492,4.023620802,4.608503948,42.21223947,2.900335073,4.666211128,2.682059822,80.1897737,5.241715166,26.75397638
,,,,,,,,,,,,,,,,,,,,,,4.529820498,3.951721461,4.650193503,27.07156182,3.922948599,4.332118034,2.891209927,65.06770904,5.284617717,15.84549881
,,,,,,,,,,,,,,,,,,,,,,3.706920283,4.612447141,4.044551023,38.19651372,2.954999924,3.642097235,2.588693727,23.00857936,5.358935408,46.78602029
,,,,,,,,,,,,,,,,,,,,,,5.436255578,5.193060539,4.942468319,50.71603544,5.514613152,5.81463623,4.223601763,127.0015214,6.110687752,33.10646755
,,,,,,,,,,,,,,,,,,,,,,4.946727907,6.229836318,3.821437585,56.32364635,3.824804783,5.407596588,2.579415231,56.34003126,6.42981398,1.84722964
,,,,,,,,,,,,,,,,,,,,,,2.923875484,4.127524014,2.994854374,64.7,3.054536909,2.923875484,1.728854905,53.63235404,5.107327801,15.82633534
,,,,,,,,,,,,,,,,,,,,,,3.90174608,3.153860851,3.74026416,9.6,4.058515253,3.90174608,2.44484878,6.410119399,4.830894169,17.1700362
,,,,,,,,,,,,,,,,,,,,,,4.985450284,3.62519391,4.594665515,57.6,5.22370364,4.985450284,2.668874993,78.13922848,5.609064196,11.23280144
,,,,,,,,,,,,,,,,,,,,,,5.826403246,5.954612006,4.916084875,87.12,6.148537636,5.826403246,3.771799566,59.79777694,5.780906525,31.28613249
,,,,,,,,,,,,,,,,,,,,,,4.866945422,4.755929603,5.227738309,72.35,5.544986015,4.866945422,3.666035656,50.46690543,5.060326282,33.69400985
,,,,,,,,,,,,,,,,,,,,,,3.6071985,4.111290729,4.595816946,52.57,4.761795647,3.6071985,2.766149865,45.06123335,4.894021857,16.02075521
,,,,,,,,,,,,,,,,,,,,,,3.292330036,2.609892679,4.372827585,31.7,3.439818925,3.292330036,1.856661771,43.49516174,5.129119207,16.53174462
,,,,,,,,,,,,,,,,,,,,,,4.114542485,3.590023929,4.059898498,18,4.231178954,4.114542485,3.578725083,5.522292007,6.475836184,23.2848386
,,,,,,,,,,,,,,,,,,,,,,4.870092473,4.833413911,4.644353805,17.14,4.927563191,4.870092473,3.92397815,34.71722661,5.885468832,22.41749493
,,,,,,,,,,,,,,,,,,,,,,3.880470908,5.808272791,4.495508003,84.33,3.981030839,3.880470908,2.177127062,108.5624713,6.082162466,47.8792109
,,,,,,,,,,,,,,,,,,,,,,3.729689581,3.878442307,5.07676387,44.39,4.338182889,3.729689581,2.417474335,37.48665935,5.97082878,32.62917617
,,,,,,,,,,,,,,,,,,,,,,4.827448696,4.492554531,4.78003828,39.69,4.982372464,4.827448696,3.525395635,27.97496528,5.299445784,30.50703163
,,,,,,,,,,,,,,,,,,,,,,4.155194438,4.779052867,4.747205023,54.08,4.08108452,4.155194438,2.931958726,49.41274023,5.196477973,44.75402758
,,,,,,,,,,,,,,,,,,,,,,5.310755503,3.197204007,4.503450357,49,6.132150592,5.310755503,3.484413462,46.69968277,5.313017111,30.70840642
,,,,,,,,,,,,,,,,,,,,,,4.945685165,4.438128797,4.672114816,51.04,5.191768947,4.945685165,2.870295411,42.67132464,5.640831434,25.72558945
,,,,,,,,,,,,,,,,,,,,,,3.453243182,4.832068515,3.762588263,43.4,3.897610056,3.453243182,2.617612532,7.549151394,5.254400742,52.56161029
,,,,,,,,,,,,,,,,,,,,,,5.69872082,5.907074535,4.857783819,87.36,6.185997588,5.69872082,3.929245729,97.89046358,6.641744617,13.2507316
,,,,,,,,,,,,,,,,,,,,,,2.923875484,4.119794328,3.093156151,59.9,3.054536909,2.923875484,1.728854905,16.20209513,5.207110718,19.81067643
,,,,,,,,,,,,,,,,,,,,,,3.90174608,3.091901423,3.93968334,6.5,4.058515253,3.90174608,2.44484878,0.3632396552,4.765429328,21.92657951
,,,,,,,,,,,,,,,,,,,,,,4.985450284,3.621748663,4.938651445,51.6,5.22370364,4.985450284,2.668874993,51.46066,5.592691869,12.46800858
,,,,,,,,,,,,,,,,,,,,,,5.826403246,6.247268974,4.602484634,85.8,6.148537636,5.826403246,3.771799566,41.04601306,5.818472507,29.36437694
,,,,,,,,,,,,,,,,,,,,,,4.866945422,5.051790948,5.297937176,66.5,5.544986015,4.866945422,3.666035656,35.58745128,5.007424174,32.4868325
,,,,,,,,,,,,,,,,,,,,,,3.6071985,4.014355754,4.761543161,51.7,4.761795647,3.6071985,2.766149865,7.87238285,4.894094934,16.9135949
,,,,,,,,,,,,,,,,,,,,,,3.292330036,2.469366095,4.370104957,49.56,3.439818925,3.292330036,1.856661771,31.13889209,4.938600298,17.42110869
,,,,,,,,,,,,,,,,,,,,,,4.114542485,3.827565042,4.222817639,15.1,4.231178954,4.114542485,3.578725083,3.247241772,6.410634259,24.8572823
,,,,,,,,,,,,,,,,,,,,,,4.870092473,4.896483724,4.911354151,15.82,4.927563191,4.870092473,3.92397815,31.59226929,5.598611429,23.61273205
,,,,,,,,,,,,,,,,,,,,,,3.880470908,6.24575158,4.580795013,84.77,3.981030839,3.880470908,2.177127062,105.3377527,6.227934932,54.95289331
,,,,,,,,,,,,,,,,,,,,,,3.729689581,3.716584216,5.108003639,43.46,4.338182889,3.729689581,2.417474335,6.269951149,5.971430684,31.76523906
,,,,,,,,,,,,,,,,,,,,,,4.827448696,4.344784953,5.016776457,37,4.982372464,4.827448696,3.525395635,20.32653067,5.100531837,28.03333033
,,,,,,,,,,,,,,,,,,,,,,4.155194438,4.822072466,4.78012938,49.7645,4.08108452,4.155194438,2.931958726,37.57848726,5.061255417,41.89986938
,,,,,,,,,,,,,,,,,,,,,,5.310755503,3.182820081,4.77665559,48.9,6.132150592,5.310755503,3.484413462,25.19761035,5.316583974,31.2766175
,,,,,,,,,,,,,,,,,,,,,,4.945685165,4.651780443,5.065239098,46.25,5.191768947,4.945685165,2.870295411,32.25983053,5.544070931,23.63670594
